date,line_id,line_name,shift_id,shift_name,planned_minutes,downtime_minutes,run_time_minutes,downtime_reason_category,downtime_reason_subcategory,downtime_cost_usd,ideal_cycle_time_sec,units_planned,units_produced,units_good,units_defective
2025-02-03,L1,Line 1 - CNC Machining,S3,Night,480,54.3,425.7,Changeover,Product Setup / Changeover,769.25,45,640,567,558,9
2025-02-03,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,822,816,6
2025-02-03,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,860,854,6
2025-02-03,L2,Line 2 - Precision Assembly,S3,Night,480,33.0,447.0,Changeover,Product Setup / Changeover,341.0,30,960,811,799,12
2025-02-03,L3,Line 3 - Surface Treatment,S1,Morning,480,66.2,413.8,Unplanned Maintenance,Unscheduled Repair,783.37,60,480,333,323,10
2025-02-03,L3,Line 3 - Surface Treatment,S2,Afternoon,480,43.8,436.2,Changeover,Product Setup / Changeover,518.3,60,480,400,393,7
2025-02-03,L3,Line 3 - Surface Treatment,S3,Night,480,46.7,433.3,Changeover,Product Setup / Changeover,552.62,60,480,352,342,10
2025-02-03,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,41.6,438.4,Material Issue,Material Shortage,332.8,20,1440,1148,1135,13
2025-02-03,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1190,1181,9
2025-02-03,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,106.7,373.3,Planned Maintenance,Scheduled Preventive Maintenance,853.6,20,1440,979,971,8
2025-02-04,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,594,586,8
2025-02-04,L1,Line 1 - CNC Machining,S2,Afternoon,480,62.9,417.1,Unplanned Maintenance,Unscheduled Repair,891.08,45,640,468,460,8
2025-02-04,L1,Line 1 - CNC Machining,S3,Night,480,55.5,424.5,Material Issue,Material Shortage,786.25,45,640,557,548,9
2025-02-04,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,890,879,11
2025-02-04,L2,Line 2 - Precision Assembly,S2,Afternoon,480,118.0,362.0,Unplanned Maintenance,Unscheduled Repair,1219.33,30,960,599,593,6
2025-02-04,L2,Line 2 - Precision Assembly,S3,Night,480,90.9,389.1,Material Issue,Material Shortage,939.3,30,960,710,704,6
2025-02-04,L3,Line 3 - Surface Treatment,S1,Morning,480,101.9,378.1,Planned Maintenance,Scheduled Preventive Maintenance,1205.82,60,480,378,367,11
2025-02-04,L3,Line 3 - Surface Treatment,S2,Afternoon,480,42.5,437.5,Changeover,Product Setup / Changeover,502.92,60,480,428,419,9
2025-02-04,L3,Line 3 - Surface Treatment,S3,Night,480,11.4,468.6,Changeover,Product Setup / Changeover,134.9,60,480,437,430,7
2025-02-04,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1275,1266,9
2025-02-04,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,69.2,410.8,Changeover,Product Setup / Changeover,553.6,20,1440,1085,1072,13
2025-02-04,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,120.6,359.4,Unplanned Maintenance,Unscheduled Repair,964.8,20,1440,996,987,9
2025-02-05,L1,Line 1 - CNC Machining,S1,Morning,480,43.7,436.3,Equipment Failure,Mechanical Breakdown,619.08,45,640,565,558,7
2025-02-05,L1,Line 1 - CNC Machining,S2,Afternoon,480,81.0,399.0,Unplanned Maintenance,Unscheduled Repair,1147.5,45,640,497,490,7
2025-02-05,L1,Line 1 - CNC Machining,S3,Night,480,57.5,422.5,Material Issue,Material Shortage,814.58,45,640,563,557,6
2025-02-05,L2,Line 2 - Precision Assembly,S1,Morning,480,48.1,431.9,Equipment Failure,Electrical Fault,497.03,30,960,804,795,9
2025-02-05,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,905,895,10
2025-02-05,L2,Line 2 - Precision Assembly,S3,Night,480,71.8,408.2,Equipment Failure,Electrical Fault,741.93,30,960,766,760,6
2025-02-05,L3,Line 3 - Surface Treatment,S1,Morning,480,47.3,432.7,Changeover,Product Setup / Changeover,559.72,60,480,393,381,12
2025-02-05,L3,Line 3 - Surface Treatment,S2,Afternoon,480,23.1,456.9,Operator,Operator Availability / Training,273.35,60,480,385,377,8
2025-02-05,L3,Line 3 - Surface Treatment,S3,Night,480,75.5,404.5,Equipment Failure,Electrical Fault,893.42,60,480,368,358,10
2025-02-05,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1215,1203,12
2025-02-05,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1352,1343,9
2025-02-05,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,20.9,459.1,Material Issue,Material Quality Reject,167.2,20,1440,1247,1243,4
2025-02-06,L1,Line 1 - CNC Machining,S1,Morning,480,57.6,422.4,Equipment Failure,Electrical Fault,816.0,45,640,542,536,6
2025-02-06,L1,Line 1 - CNC Machining,S2,Afternoon,480,87.8,392.2,Unplanned Maintenance,Unscheduled Repair,1243.83,45,640,498,487,11
2025-02-06,L1,Line 1 - CNC Machining,S3,Night,480,92.5,387.5,Equipment Failure,Mechanical Breakdown,1310.42,45,640,487,480,7
2025-02-06,L2,Line 2 - Precision Assembly,S1,Morning,480,40.3,439.7,Material Issue,Material Shortage,416.43,30,960,793,784,9
2025-02-06,L2,Line 2 - Precision Assembly,S2,Afternoon,480,125.7,354.3,Equipment Failure,Mechanical Breakdown,1298.9,30,960,649,640,9
2025-02-06,L2,Line 2 - Precision Assembly,S3,Night,480,94.6,385.4,Unplanned Maintenance,Unscheduled Repair,977.53,30,960,770,766,4
2025-02-06,L3,Line 3 - Surface Treatment,S1,Morning,480,76.2,403.8,Planned Maintenance,Scheduled Preventive Maintenance,901.7,60,480,384,374,10
2025-02-06,L3,Line 3 - Surface Treatment,S2,Afternoon,480,79.4,400.6,Material Issue,Material Shortage,939.57,60,480,400,393,7
2025-02-06,L3,Line 3 - Surface Treatment,S3,Night,480,112.4,367.6,Equipment Failure,Mechanical Breakdown,1330.07,60,480,325,323,2
2025-02-06,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,39.8,440.2,Operator,Operator Availability / Training,318.4,20,1440,1236,1218,18
2025-02-06,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,67.7,412.3,Equipment Failure,Electrical Fault,541.6,20,1440,1080,1077,3
2025-02-06,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,77.3,402.7,Equipment Failure,Mechanical Breakdown,618.4,20,1440,937,928,9
2025-02-07,L1,Line 1 - CNC Machining,S1,Morning,480,41.6,438.4,Equipment Failure,Mechanical Breakdown,589.33,45,640,518,510,8
2025-02-07,L1,Line 1 - CNC Machining,S2,Afternoon,480,123.0,357.0,Equipment Failure,Mechanical Breakdown,1742.5,45,640,411,403,8
2025-02-07,L1,Line 1 - CNC Machining,S3,Night,480,156.9,323.1,Unplanned Maintenance,Unscheduled Repair,2222.75,45,640,367,361,6
2025-02-07,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,845,839,6
2025-02-07,L2,Line 2 - Precision Assembly,S2,Afternoon,480,132.0,348.0,Unplanned Maintenance,Unscheduled Repair,1364.0,30,960,623,617,6
2025-02-07,L2,Line 2 - Precision Assembly,S3,Night,480,22.3,457.7,Changeover,Product Setup / Changeover,230.43,30,960,838,828,10
2025-02-07,L3,Line 3 - Surface Treatment,S1,Morning,480,52.9,427.1,Equipment Failure,Electrical Fault,625.98,60,480,388,374,14
2025-02-07,L3,Line 3 - Surface Treatment,S2,Afternoon,480,58.5,421.5,Changeover,Product Setup / Changeover,692.25,60,480,324,318,6
2025-02-07,L3,Line 3 - Surface Treatment,S3,Night,480,43.0,437.0,Changeover,Product Setup / Changeover,508.83,60,480,395,387,8
2025-02-07,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1239,1226,13
2025-02-07,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,78.1,401.9,Material Issue,Material Shortage,624.8,20,1440,1100,1088,12
2025-02-07,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,30.6,449.4,Material Issue,Material Quality Reject,244.8,20,1440,1153,1149,4
2025-02-08,L1,Line 1 - CNC Machining,S1,Morning,480,42.1,437.9,Material Issue,Material Shortage,596.42,45,640,456,447,9
2025-02-08,L1,Line 1 - CNC Machining,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,613,603,10
2025-02-08,L1,Line 1 - CNC Machining,S3,Night,480,27.1,452.9,Changeover,Product Setup / Changeover,383.92,45,640,576,565,11
2025-02-08,L2,Line 2 - Precision Assembly,S1,Morning,480,76.6,403.4,Planned Maintenance,Scheduled Preventive Maintenance,791.53,30,960,740,731,9
2025-02-08,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,759,753,6
2025-02-08,L2,Line 2 - Precision Assembly,S3,Night,480,68.8,411.2,Changeover,Product Setup / Changeover,710.93,30,960,778,772,6
2025-02-08,L3,Line 3 - Surface Treatment,S1,Morning,480,67.2,412.8,Changeover,Product Setup / Changeover,795.2,60,480,347,340,7
2025-02-08,L3,Line 3 - Surface Treatment,S2,Afternoon,480,26.7,453.3,Material Issue,Material Shortage,315.95,60,480,440,431,9
2025-02-08,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,22.9,457.1,Material Issue,Material Quality Reject,183.2,20,1440,1100,1088,12
2025-02-08,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,43.9,436.1,Operator,Operator Availability / Training,351.2,20,1440,1141,1132,9
2025-02-09,L1,Line 1 - CNC Machining,S1,Morning,480,27.8,452.2,Changeover,Product Setup / Changeover,393.83,45,640,538,529,9
2025-02-09,L1,Line 1 - CNC Machining,S2,Afternoon,480,46.6,433.4,Equipment Failure,Mechanical Breakdown,660.17,45,640,507,504,3
2025-02-09,L1,Line 1 - CNC Machining,S3,Night,480,72.6,407.4,Equipment Failure,Mechanical Breakdown,1028.5,45,640,485,477,8
2025-02-09,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,931,921,10
2025-02-09,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,775,771,4
2025-02-09,L2,Line 2 - Precision Assembly,S3,Night,480,58.7,421.3,Material Issue,Material Shortage,606.57,30,960,698,687,11
2025-02-09,L3,Line 3 - Surface Treatment,S1,Morning,480,48.8,431.2,Changeover,Product Setup / Changeover,577.47,60,480,360,354,6
2025-02-09,L3,Line 3 - Surface Treatment,S2,Afternoon,480,40.8,439.2,Equipment Failure,Mechanical Breakdown,482.8,60,480,372,363,9
2025-02-09,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,64.9,415.1,Material Issue,Material Shortage,519.2,20,1440,1107,1101,6
2025-02-09,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,49.4,430.6,Changeover,Product Setup / Changeover,395.2,20,1440,1232,1215,17
2025-02-10,L1,Line 1 - CNC Machining,S1,Morning,480,61.9,418.1,Changeover,Product Setup / Changeover,876.92,45,640,500,493,7
2025-02-10,L1,Line 1 - CNC Machining,S2,Afternoon,480,71.6,408.4,Equipment Failure,Electrical Fault,1014.33,45,640,544,536,8
2025-02-10,L1,Line 1 - CNC Machining,S3,Night,480,72.0,408.0,Equipment Failure,Electrical Fault,1020.0,45,640,485,480,5
2025-02-10,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,928,919,9
2025-02-10,L2,Line 2 - Precision Assembly,S2,Afternoon,480,31.4,448.6,Changeover,Product Setup / Changeover,324.47,30,960,772,766,6
2025-02-10,L2,Line 2 - Precision Assembly,S3,Night,480,65.6,414.4,Changeover,Product Setup / Changeover,677.87,30,960,798,789,9
2025-02-10,L3,Line 3 - Surface Treatment,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,60,480,466,457,9
2025-02-10,L3,Line 3 - Surface Treatment,S2,Afternoon,480,78.3,401.7,Material Issue,Material Shortage,926.55,60,480,356,348,8
2025-02-10,L3,Line 3 - Surface Treatment,S3,Night,480,75.1,404.9,Material Issue,Material Shortage,888.68,60,480,404,395,9
2025-02-10,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,25.9,454.1,Material Issue,Material Quality Reject,207.2,20,1440,1165,1152,13
2025-02-10,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,66.4,413.6,Equipment Failure,Mechanical Breakdown,531.2,20,1440,1076,1064,12
2025-02-10,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,35.2,444.8,Material Issue,Material Quality Reject,281.6,20,1440,1258,1246,12
2025-02-11,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,553,542,11
2025-02-11,L1,Line 1 - CNC Machining,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,603,597,6
2025-02-11,L1,Line 1 - CNC Machining,S3,Night,480,92.4,387.6,Equipment Failure,Mechanical Breakdown,1309.0,45,640,414,411,3
2025-02-11,L2,Line 2 - Precision Assembly,S1,Morning,480,46.6,433.4,Changeover,Product Setup / Changeover,481.53,30,960,773,765,8
2025-02-11,L2,Line 2 - Precision Assembly,S2,Afternoon,480,106.3,373.7,Equipment Failure,Mechanical Breakdown,1098.43,30,960,737,728,9
2025-02-11,L2,Line 2 - Precision Assembly,S3,Night,480,79.4,400.6,Equipment Failure,Mechanical Breakdown,820.47,30,960,686,681,5
2025-02-11,L3,Line 3 - Surface Treatment,S1,Morning,480,74.7,405.3,Planned Maintenance,Scheduled Preventive Maintenance,883.95,60,480,361,350,11
2025-02-11,L3,Line 3 - Surface Treatment,S2,Afternoon,480,21.9,458.1,Changeover,Product Setup / Changeover,259.15,60,480,408,399,9
2025-02-11,L3,Line 3 - Surface Treatment,S3,Night,480,45.3,434.7,Changeover,Product Setup / Changeover,536.05,60,480,368,359,9
2025-02-11,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1035,1027,8
2025-02-11,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,59.2,420.8,Material Issue,Material Shortage,473.6,20,1440,1098,1086,12
2025-02-11,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,70.5,409.5,Planned Maintenance,Scheduled Preventive Maintenance,564.0,20,1440,1183,1164,19
2025-02-12,L1,Line 1 - CNC Machining,S1,Morning,480,89.5,390.5,Planned Maintenance,Scheduled Preventive Maintenance,1267.92,45,640,413,408,5
2025-02-12,L1,Line 1 - CNC Machining,S2,Afternoon,480,70.7,409.3,Equipment Failure,Mechanical Breakdown,1001.58,45,640,464,454,10
2025-02-12,L1,Line 1 - CNC Machining,S3,Night,480,40.1,439.9,Changeover,Product Setup / Changeover,568.08,45,640,533,523,10
2025-02-12,L2,Line 2 - Precision Assembly,S1,Morning,480,54.7,425.3,Equipment Failure,Mechanical Breakdown,565.23,30,960,696,691,5
2025-02-12,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,923,916,7
2025-02-12,L2,Line 2 - Precision Assembly,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,913,905,8
2025-02-12,L3,Line 3 - Surface Treatment,S1,Morning,480,27.7,452.3,Operator,Operator Availability / Training,327.78,60,480,391,389,2
2025-02-12,L3,Line 3 - Surface Treatment,S2,Afternoon,480,28.7,451.3,Material Issue,Material Quality Reject,339.62,60,480,432,419,13
2025-02-12,L3,Line 3 - Surface Treatment,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,60,480,401,390,11
2025-02-12,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,81.2,398.8,Planned Maintenance,Scheduled Preventive Maintenance,649.6,20,1440,1086,1075,11
2025-02-12,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,43.1,436.9,Changeover,Product Setup / Changeover,344.8,20,1440,1066,1058,8
2025-02-12,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,63.5,416.5,Changeover,Product Setup / Changeover,508.0,20,1440,1100,1092,8
2025-02-13,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,594,583,11
2025-02-13,L1,Line 1 - CNC Machining,S2,Afternoon,480,29.2,450.8,Material Issue,Material Quality Reject,413.67,45,640,484,475,9
2025-02-13,L1,Line 1 - CNC Machining,S3,Night,480,37.6,442.4,Material Issue,Material Shortage,532.67,45,640,570,565,5
2025-02-13,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,958,948,10
2025-02-13,L2,Line 2 - Precision Assembly,S2,Afternoon,480,42.8,437.2,Changeover,Product Setup / Changeover,442.27,30,960,695,688,7
2025-02-13,L2,Line 2 - Precision Assembly,S3,Night,480,31.6,448.4,Equipment Failure,Mechanical Breakdown,326.53,30,960,746,739,7
2025-02-13,L3,Line 3 - Surface Treatment,S1,Morning,480,5.0,475.0,Material Issue,Material Shortage,59.17,60,480,425,416,9
2025-02-13,L3,Line 3 - Surface Treatment,S2,Afternoon,480,45.2,434.8,Operator,Operator Availability / Training,534.87,60,480,396,384,12
2025-02-13,L3,Line 3 - Surface Treatment,S3,Night,480,40.5,439.5,Material Issue,Material Shortage,479.25,60,480,389,380,9
2025-02-13,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,119.3,360.7,Equipment Failure,Mechanical Breakdown,954.4,20,1440,925,922,3
2025-02-13,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,93.9,386.1,Equipment Failure,Mechanical Breakdown,751.2,20,1440,1111,1105,6
2025-02-13,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1310,1299,11
2025-02-14,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,488,483,5
2025-02-14,L1,Line 1 - CNC Machining,S2,Afternoon,480,59.0,421.0,Equipment Failure,Mechanical Breakdown,835.83,45,640,478,466,12
2025-02-14,L1,Line 1 - CNC Machining,S3,Night,480,81.2,398.8,Equipment Failure,Mechanical Breakdown,1150.33,45,640,495,487,8
2025-02-14,L2,Line 2 - Precision Assembly,S1,Morning,480,35.1,444.9,Changeover,Product Setup / Changeover,362.7,30,960,768,759,9
2025-02-14,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,806,801,5
2025-02-14,L2,Line 2 - Precision Assembly,S3,Night,480,59.9,420.1,Material Issue,Material Shortage,618.97,30,960,835,829,6
2025-02-14,L3,Line 3 - Surface Treatment,S1,Morning,480,41.5,438.5,Changeover,Product Setup / Changeover,491.08,60,480,406,394,12
2025-02-14,L3,Line 3 - Surface Treatment,S2,Afternoon,480,82.3,397.7,Equipment Failure,Mechanical Breakdown,973.88,60,480,338,324,14
2025-02-14,L3,Line 3 - Surface Treatment,S3,Night,480,8.9,471.1,Operator,Operator Availability / Training,105.32,60,480,429,414,15
2025-02-14,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,65.2,414.8,Equipment Failure,Electrical Fault,521.6,20,1440,1106,1092,14
2025-02-14,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,23.6,456.4,Changeover,Product Setup / Changeover,188.8,20,1440,1210,1202,8
2025-02-14,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1346,1336,10
2025-02-15,L1,Line 1 - CNC Machining,S1,Morning,480,50.0,430.0,Changeover,Product Setup / Changeover,708.33,45,640,491,483,8
2025-02-15,L1,Line 1 - CNC Machining,S2,Afternoon,480,30.5,449.5,Operator,Operator Availability / Training,432.08,45,640,518,510,8
2025-02-15,L1,Line 1 - CNC Machining,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,597,590,7
2025-02-15,L2,Line 2 - Precision Assembly,S1,Morning,480,34.9,445.1,Material Issue,Material Quality Reject,360.63,30,960,839,834,5
2025-02-15,L2,Line 2 - Precision Assembly,S2,Afternoon,480,136.9,343.1,Equipment Failure,Mechanical Breakdown,1414.63,30,960,632,625,7
2025-02-15,L2,Line 2 - Precision Assembly,S3,Night,480,45.0,435.0,Changeover,Product Setup / Changeover,465.0,30,960,717,708,9
2025-02-15,L3,Line 3 - Surface Treatment,S1,Morning,480,60.9,419.1,Unplanned Maintenance,Unscheduled Repair,720.65,60,480,383,375,8
2025-02-15,L3,Line 3 - Surface Treatment,S2,Afternoon,480,29.3,450.7,Material Issue,Material Quality Reject,346.72,60,480,395,388,7
2025-02-15,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,55.5,424.5,Unplanned Maintenance,Unscheduled Repair,444.0,20,1440,1247,1232,15
2025-02-15,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,20,1440,1244,1234,10
2025-02-16,L1,Line 1 - CNC Machining,S1,Morning,480,101.8,378.2,Planned Maintenance,Scheduled Preventive Maintenance,1442.17,45,640,466,462,4
2025-02-16,L1,Line 1 - CNC Machining,S2,Afternoon,480,40.8,439.2,Material Issue,Material Shortage,578.0,45,640,506,502,4
2025-02-16,L1,Line 1 - CNC Machining,S3,Night,480,86.1,393.9,Equipment Failure,Mechanical Breakdown,1219.75,45,640,479,472,7
2025-02-16,L2,Line 2 - Precision Assembly,S1,Morning,480,9.6,470.4,Operator,Operator Availability / Training,99.2,30,960,940,929,11
2025-02-16,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,960,953,7
2025-02-16,L2,Line 2 - Precision Assembly,S3,Night,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,787,776,11
2025-02-16,L3,Line 3 - Surface Treatment,S1,Morning,480,38.9,441.1,Changeover,Product Setup / Changeover,460.32,60,480,407,402,5
2025-02-16,L3,Line 3 - Surface Treatment,S2,Afternoon,480,39.5,440.5,Changeover,Product Setup / Changeover,467.42,60,480,408,399,9
2025-02-16,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,104.2,375.8,Planned Maintenance,Scheduled Preventive Maintenance,833.6,20,1440,982,970,12
2025-02-16,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,71.0,409.0,Planned Maintenance,Scheduled Preventive Maintenance,568.0,20,1440,1135,1125,10
2025-02-17,L1,Line 1 - CNC Machining,S1,Morning,480,60.8,419.2,Changeover,Product Setup / Changeover,861.33,45,640,526,524,2
2025-02-17,L1,Line 1 - CNC Machining,S2,Afternoon,480,17.7,462.3,Operator,Operator Availability / Training,250.75,45,640,516,511,5
2025-02-17,L1,Line 1 - CNC Machining,S3,Night,480,22.5,457.5,Material Issue,Material Quality Reject,318.75,45,640,593,582,11
2025-02-17,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,764,758,6
2025-02-17,L2,Line 2 - Precision Assembly,S2,Afternoon,480,25.4,454.6,Material Issue,Material Quality Reject,262.47,30,960,843,833,10
2025-02-17,L2,Line 2 - Precision Assembly,S3,Night,480,22.5,457.5,Operator,Operator Availability / Training,232.5,30,960,790,779,11
2025-02-17,L3,Line 3 - Surface Treatment,S1,Morning,480,30.9,449.1,Material Issue,Material Quality Reject,365.65,60,480,382,376,6
2025-02-17,L3,Line 3 - Surface Treatment,S2,Afternoon,480,65.5,414.5,Material Issue,Material Shortage,775.08,60,480,389,384,5
2025-02-17,L3,Line 3 - Surface Treatment,S3,Night,480,26.2,453.8,Material Issue,Material Quality Reject,310.03,60,480,415,400,15
2025-02-17,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,168.3,311.7,Unplanned Maintenance,Unscheduled Repair,1346.4,20,1440,871,860,11
2025-02-17,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,48.5,431.5,Changeover,Product Setup / Changeover,388.0,20,1440,1203,1191,12
2025-02-17,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,98.4,381.6,Planned Maintenance,Scheduled Preventive Maintenance,787.2,20,1440,991,985,6
2025-02-18,L1,Line 1 - CNC Machining,S1,Morning,480,29.4,450.6,Operator,Operator Availability / Training,416.5,45,640,568,558,10
2025-02-18,L1,Line 1 - CNC Machining,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,640,638,2
2025-02-18,L1,Line 1 - CNC Machining,S3,Night,480,88.5,391.5,Planned Maintenance,Scheduled Preventive Maintenance,1253.75,45,640,447,436,11
2025-02-18,L2,Line 2 - Precision Assembly,S1,Morning,480,88.8,391.2,Planned Maintenance,Scheduled Preventive Maintenance,917.6,30,960,725,715,10
2025-02-18,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,806,797,9
2025-02-18,L2,Line 2 - Precision Assembly,S3,Night,480,45.7,434.3,Changeover,Product Setup / Changeover,472.23,30,960,818,808,10
2025-02-18,L3,Line 3 - Surface Treatment,S1,Morning,480,46.9,433.1,Planned Maintenance,Scheduled Preventive Maintenance,554.98,60,480,418,410,8
2025-02-18,L3,Line 3 - Surface Treatment,S2,Afternoon,480,49.1,430.9,Unplanned Maintenance,Unscheduled Repair,581.02,60,480,415,404,11
2025-02-18,L3,Line 3 - Surface Treatment,S3,Night,480,79.2,400.8,Material Issue,Material Shortage,937.2,60,480,367,359,8
2025-02-18,L4,Line 4 - Final Inspection & Packaging,S1,Morning,480,68.6,411.4,Equipment Failure,Electrical Fault,548.8,20,1440,1034,1029,5
2025-02-18,L4,Line 4 - Final Inspection & Packaging,S2,Afternoon,480,35.6,444.4,Changeover,Product Setup / Changeover,284.8,20,1440,1322,1313,9
2025-02-18,L4,Line 4 - Final Inspection & Packaging,S3,Night,480,19.4,460.6,Changeover,Product Setup / Changeover,155.2,20,1440,1230,1222,8
2025-02-19,L1,Line 1 - CNC Machining,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,45,640,629,617,12
2025-02-19,L1,Line 1 - CNC Machining,S2,Afternoon,480,138.2,341.8,Equipment Failure,Mechanical Breakdown,1957.83,45,640,396,390,6
2025-02-19,L1,Line 1 - CNC Machining,S3,Night,480,37.1,442.9,Changeover,Product Setup / Changeover,525.58,45,640,484,476,8
2025-02-19,L2,Line 2 - Precision Assembly,S1,Morning,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,850,844,6
2025-02-19,L2,Line 2 - Precision Assembly,S2,Afternoon,480,0.0,480.0,No Downtime,No Downtime,0.0,30,960,826,814,12
2025-02-19,L2,Line 2 - Precision Assembly,S3,Night,480,32.6,447.4,Changeover,Product Setup / Changeover,336.87,30,960,769,766,3
2025-02-19,L3,Line 3 - Surface Treatment,S1,Morning,480,52.4,427.6,Material Issue,Material Shortage,620.07,60,480,387,377,10
2025-02-19,L3,Line 3 - Surface Treatment,S2,Afternoon,480,82.1,397.9,Equipment Failure,Mechanical Breakdown,971.52,60,480,362,353,9
